Scenario,Stressor,Method,n_seeds,Confirmatory_H3,inferential_status,ari_delta,ari_delta_std,waste_delta,waste_delta_std,slca_delta,slca_delta_std,rle_delta,rle_delta_std,carbon_delta,carbon_delta_std,equity_delta,equity_delta_std,constraint_violation_delta,constraint_violation_delta_std,latency_ms_delta,latency_ms_delta_std,fault_injection_scheduled_opportunity_steps_mean,fault_injection_scheduled_opportunity_steps_min,fault_injection_scheduled_opportunity_steps_max,fault_injection_trigger_steps_mean,fault_injection_trigger_steps_min,fault_injection_trigger_steps_max,fault_injected_tool_result_count_mean,fault_injected_tool_result_count_min,fault_injected_tool_result_count_max,treatment_exposure_verified,retained_stressed_decision_ledger_count,retained_stressed_decision_count,retained_stressed_decision_ledger_set_sha256,reused_nominal_decision_ledger_count,reused_nominal_decision_count,reused_nominal_decision_ledger_set_sha256,ari_tost_n,ari_tost_mean,ari_tost_sd,ari_tost_se,ari_tost_margin,ari_tost_p_lower,ari_tost_p_upper,ari_tost_p_tost,ari_tost_ci90_low,ari_tost_ci90_high,ari_tost_ci95_low,ari_tost_ci95_high,ari_tost_one_sided_95_lower_bound,ari_tost_one_sided_95_upper_bound,ari_tost_max_abs_one_sided_95_bound,ari_tost_one_sided_95_bound_below_margin,ari_tost_margin_clearance,ari_tost_equivalent_alpha_0p05,Pass_Mean,Pass_Equivalence,Pass,H3_Pass,ARI_Base,ARI_Stressed,Waste_Base,Waste_Stressed,SLCA_Base,SLCA_Stressed,RLE_Base,RLE_Stressed,Carbon_Base,Carbon_Stressed,Equity_Base,Equity_Stressed,CVR_Base,CVR_Stressed,LatencyMs_Base,LatencyMs_Stressed,Pass_Count,Pass_N,Pass_Rate,Pass_Rate_CI_Low,Pass_Rate_CI_High,Pass_Rate_CI_Method,Threshold_ARI,Threshold_Waste,Threshold_SLCA,Threshold_RLE,Threshold_Carbon,Threshold_Equity,Threshold_CVR,Threshold_LatencyMs
cyber_outage,sensor_noise,agribrain,20,True,confirmatory_h3,0.0010392333136871,0.0019319428024447,-0.0001864078550084,0.0003568763340016,0.0009907607120473,0.0018843340619298,-0.0008834487252691,0.0083129595265578,-11.964837371681984,26.33608223175175,0.000995906012033,0.0021948323633382,0.0,0.0,-0.0969375839405179,0.4370643607464834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,20,5760,0185c91048742ef93984496f3db036337d225802c14918d22cfed683e8fb47ed,20,5760,f0a0299415568b461dfebbfdc9eb7143433bce74022df1e190cc303cf276abcb,20,0.0010392333136871,0.0019319428024447,0.0004319955434907,0.01,2.220446049250313e-16,8.198206686496257e-15,8.198206686496257e-15,0.0002922556450062,0.001786210982368,0.0001350562497637,0.0019434103776105,0.0002922556450062,0.001786210982368,0.001786210982368,True,0.0082137890176319,True,True,True,True,True,0.5927044964131947,0.5937437297268817,0.0734457601567999,0.0732593523017915,0.7029170200369926,0.70390778074904,0.8530979124378051,0.852214463712536,2449.138957297628,2437.174119925946,0.6447668163245669,0.6457627223366,0.6454861111111112,0.6454861111111112,10.9286317976916,10.831694213751083,20,20,1.0,0.8315665290169146,1.0,Clopper-Pearson exact 95%,0.01,0.04,-0.1,-0.12,250.0,-0.06,0.15,100.0
cyber_outage,missing_data,agribrain,20,True,confirmatory_h3,-0.0002244310127811,0.0005487735207437,3.366315232214909e-05,0.0001121651337288,-0.0002186916251334,0.0005307741533956,-0.0003123368740082,0.003171163795878,3.292804038430745,6.979975565074232,-0.0002421782657372,0.0005947655090647,0.0,0.0,-0.2485815778426413,0.5740226738369576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,20,5760,f9bcf7d2ab28b54563619e13cd18075a7d05324c7a1f013ad9ca7baa0bf29ff7,20,5760,f0a0299415568b461dfebbfdc9eb7143433bce74022df1e190cc303cf276abcb,20,-0.0002244310127811,0.0005487735207437,0.0001227094896634,0.01,0.0,3.969929905569732e-26,3.969929905569732e-26,-0.0004366120176433,-1.225000791900215e-05,-0.000481264926351,3.240290078866616e-05,-0.0004366120176433,-1.225000791900215e-05,0.0004366120176433,True,0.0095633879823566,True,True,True,True,True,0.5927044964131947,0.5924800654004136,0.0734457601567999,0.0734794233091221,0.7029170200369926,0.7026983284118592,0.8530979124378051,0.8527855755637969,2449.138957297628,2452.431761336059,0.6447668163245669,0.6445246380588296,0.6454861111111112,0.6454861111111112,10.9286317976916,10.68005021984896,20,20,1.0,0.8315665290169146,1.0,Clopper-Pearson exact 95%,0.01,0.04,-0.1,-0.12,250.0,-0.06,0.15,100.0
cyber_outage,telemetry_delay,agribrain,20,True,confirmatory_h3,0.0004027016081247,0.0019512632521255,-4.9530112065591245e-05,0.0003412077675499,0.0003819165986422,0.001868823888376,-0.0008769518644212,0.0109787931751156,-4.344320681351678,24.492464103624744,0.0002655954886587,0.0020225210654659,0.0,0.0,-0.1162237261370238,0.4604083474061345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,20,5760,d4a164e74e74036558af7dfab9577e1299b75a9e475ca9eb4c3ee6832a391fa8,20,5760,f0a0299415568b461dfebbfdc9eb7143433bce74022df1e190cc303cf276abcb,20,0.0004027016081247,0.0019512632521255,0.0004363157273749,0.01,6.661338147750939e-16,2.8054541567024832e-15,2.8054541567024832e-15,-0.0003517462322621,0.0011571494485116,-0.0005105177045877,0.0013159209208372,-0.0003517462322621,0.0011571494485116,0.0011571494485116,True,0.0088428505514883,True,True,True,True,True,0.5927044964131947,0.5931071980213195,0.0734457601567999,0.0733962300447344,0.7029170200369926,0.703298936635635,0.8530979124378051,0.8522209605733838,2449.138957297628,2444.7946366162764,0.6447668163245669,0.6450324118132257,0.6454861111111112,0.6454861111111112,10.9286317976916,10.812408071554575,20,20,1.0,0.8315665290169146,1.0,Clopper-Pearson exact 95%,0.01,0.04,-0.1,-0.12,250.0,-0.06,0.15,100.0
cyber_outage,mcp_fault_injection,agribrain,20,True,confirmatory_h3,-0.0003166458052778,0.0004036455655779,5.611836311816415e-05,7.448511930591408e-05,-0.0003004038546988,0.0003826616423903,0.0,0.0,3.678482555384972,4.962470316910558,-0.0002972111588766,0.0003946898151782,0.0,0.0,-0.1197258611985794,0.4696700201992206,28.0,28.0,28.0,12.0,12.0,12.0,20.9,17.0,24.0,True,20,5760,980da5af7b5f674dd988e21b04d634650dfb420b75f4fe5ec6f4e1752bebae78,20,5760,f0a0299415568b461dfebbfdc9eb7143433bce74022df1e190cc303cf276abcb,20,-0.0003166458052778,0.0004036455655779,9.02578923448584e-05,0.01,0.0,9.891386795614336e-29,9.891386795614336e-29,-0.00047271368843,-0.0001605779221255,-0.0005055577450558,-0.0001277338654998,-0.00047271368843,-0.0001605779221255,0.00047271368843,True,0.0095272863115699,True,True,True,True,True,0.5927044964131947,0.5923878506079169,0.0734457601567999,0.0735018785199181,0.7029170200369926,0.7026166161822938,0.8530979124378051,0.8530979124378051,2449.138957297628,2452.8174398530127,0.6447668163245669,0.6444696051656902,0.6454861111111112,0.6454861111111112,10.9286317976916,10.80890593649302,20,20,1.0,0.8315665290169146,1.0,Clopper-Pearson exact 95%,0.01,0.04,-0.1,-0.12,250.0,-0.06,0.15,100.0
cyber_outage,compounded,agribrain,20,True,confirmatory_h3,0.0002402744520396,0.0022774891652931,1.651205395269799e-05,0.0004923615907582,0.0002269996484569,0.0022738664142675,-0.0005466606516774,0.0140361185093871,-1.0817070411738996,34.47669501417229,-0.0001332214936149,0.0029613455511347,0.0,0.0,-0.0626587004969934,0.4775143405359967,28.0,28.0,28.0,12.0,12.0,12.0,21.3,17.0,27.0,True,20,5760,b2c68ee87874ae91cee6ae2ca0ade779cce8fb38e32f7536d31a80ece7cda6ff,20,5760,f0a0299415568b461dfebbfdc9eb7143433bce74022df1e190cc303cf276abcb,20,0.0002402744520396,0.0022774891652931,0.0005092620591614,0.01,1.4432899320127035e-14,3.4541463248950143e-14,3.4541463248950143e-14,-0.0006403072841194,0.0011208561881986,-0.0008256232877828,0.0013061721918621,-0.0006403072841194,0.0011208561881986,0.0011208561881986,True,0.0088791438118013,True,True,True,True,True,0.5927044964131947,0.5929447708652343,0.0734457601567999,0.0734622722107526,0.7029170200369926,0.7031440196854496,0.8530979124378051,0.8525512517861277,2449.138957297628,2448.0572502564537,0.6447668163245669,0.644633594830952,0.6454861111111112,0.6454861111111112,10.9286317976916,10.865973097194608,20,20,1.0,0.8315665290169146,1.0,Clopper-Pearson exact 95%,0.01,0.04,-0.1,-0.12,250.0,-0.06,0.15,100.0
adaptive_pricing,sensor_noise,agribrain,20,True,confirmatory_h3,0.0012083203378898,0.0018608200560745,-0.0002220019530613,0.0003545643107291,0.0011954593622977,0.001863915846276,0.0004879775756347,0.0165085065349279,-14.733106069763062,23.666841278423146,0.0014309887474064,0.0024021795974676,0.0,0.0,-0.2653709651591875,0.6247792761664247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,20,5760,345705905d61d2632655baf46a90694bbf95d0ebd3a31e1a5839a5c88b29a2d6,20,5760,560213139aee740cc5f9beb20db5cc08e4c0549fc12b63071367cef3fd87f299,20,0.0012083203378898,0.0018608200560745,0.0004160920139277,0.01,1.1102230246251563e-16,5.8537306268920565e-15,5.8537306268920565e-15,0.0004888419839953,0.0019277986917843,0.0003374297438918,0.0020792109318878,0.0004888419839953,0.0019277986917843,0.0019277986917843,True,0.0080722013082156,True,True,True,True,True,0.6481723850971808,0.6493807054350706,0.0573863450429038,0.0571643430898425,0.73504849302769,0.7362439523899879,0.7348903506558617,0.7353783282314964,2387.935574952133,2373.20246888237,0.6703546788190906,0.671785667566497,0.1159722222222222,0.1159722222222222,13.47471604757528,13.209345082416096,20,20,1.0,0.8315665290169146,1.0,Clopper-Pearson exact 95%,0.01,0.04,-0.1,-0.12,250.0,-0.06,0.15,100.0
adaptive_pricing,missing_data,agribrain,20,True,confirmatory_h3,-0.0001315260528131,0.0011702780767441,2.806090087052564e-05,0.0001975667700549,-0.0001356893152659,0.0011541544550607,-0.0009081538183066,0.0040009734356607,2.28934457861003,15.95405415009494,-0.0002927946073483,0.0015496433842665,0.0,0.0,-0.2101100819547558,0.5407494119487546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,20,5760,2b0091d28a8961005e9564bfa21df650676f06dd2d4104faf0e0aeef8e0a9784,20,5760,560213139aee740cc5f9beb20db5cc08e4c0549fc12b63071367cef3fd87f299,20,-0.0001315260528131,0.0011702780767441,0.0002616821332177,0.01,0.0,7.662537014646047e-20,7.662537014646047e-20,-0.0005840092155488,0.0003209571099226,-0.0006792330522467,0.0004161809466205,-0.0005840092155488,0.0003209571099226,0.0005840092155488,True,0.0094159907844511,True,True,True,True,True,0.6481723850971808,0.6480408590443676,0.0573863450429038,0.0574144059437744,0.73504849302769,0.7349128037124243,0.7348903506558617,0.7339821968375551,2387.935574952133,2390.224919530744,0.6703546788190906,0.6700618842117423,0.1159722222222222,0.1159722222222222,13.47471604757528,13.264605965620529,20,20,1.0,0.8315665290169146,1.0,Clopper-Pearson exact 95%,0.01,0.04,-0.1,-0.12,250.0,-0.06,0.15,100.0
adaptive_pricing,telemetry_delay,agribrain,20,True,confirmatory_h3,-7.820807774526206e-05,0.0027405958033798,3.608408245308128e-05,0.0004635817310279,-5.911936773183024e-05,0.0027199563970998,0.0024619628429789,0.0130148429634331,1.7060621861038725,35.735856398860165,-0.0002369532262867,0.0034820915494186,0.0,0.0,-0.2076558374230645,0.6567314055684227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,20,5760,73213d04f5e24971e6236cabb57c772d51927ce14773b238080e3026e45a949e,20,5760,560213139aee740cc5f9beb20db5cc08e4c0549fc12b63071367cef3fd87f299,20,-7.820807774526206e-05,0.0027405958033798,0.0006128158515207,0.01,7.12874204111813e-13,5.39706758111946e-13,7.12874204111813e-13,-0.0011378480740302,0.0009814319185397,-0.001360846395901,0.0012044302404104,-0.0011378480740302,0.0009814319185397,0.0011378480740302,True,0.0088621519259697,True,True,True,True,True,0.6481723850971808,0.6480941770194354,0.0573863450429038,0.0574224291253569,0.73504849302769,0.7349893736599582,0.7348903506558617,0.7373523134988406,2387.935574952133,2389.641637138237,0.6703546788190906,0.6701177255928037,0.1159722222222222,0.1159722222222222,13.47471604757528,13.267060210152218,20,20,1.0,0.8315665290169146,1.0,Clopper-Pearson exact 95%,0.01,0.04,-0.1,-0.12,250.0,-0.06,0.15,100.0
adaptive_pricing,mcp_fault_injection,agribrain,20,True,confirmatory_h3,-0.0005739561389754,0.0006872182195916,0.0001064937517965,0.0001174177996376,-0.0005637779685802,0.0006685464673112,-0.0004575334869935,0.0033430728726288,7.490366402942527,9.056205817221812,-0.000737105534355,0.0008821094803453,0.0,0.0,-0.3120532433968034,0.5228901108822773,28.0,28.0,28.0,28.0,28.0,28.0,63.25,59.0,67.0,True,20,5760,bf9e883efb11b30e61326abcb7c61c89cb61dada688df35b04b052c7b861cd9c,20,5760,560213139aee740cc5f9beb20db5cc08e4c0549fc12b63071367cef3fd87f299,20,-0.0005739561389754,0.0006872182195916,0.0001536666654383,0.01,0.0,1.4884900655677254e-24,1.4884900655677254e-24,-0.0008396662122219,-0.0003082460657289,-0.0008955841660985,-0.0002523281118522,-0.0008396662122219,-0.0003082460657289,0.0008396662122219,True,0.009160333787778,True,True,True,True,True,0.6481723850971808,0.6475984289582053,0.0573863450429038,0.0574928387947003,0.73504849302769,0.7344847150591097,0.7348903506558617,0.7344328171688681,2387.935574952133,2395.425941355076,0.6703546788190906,0.6696175732847354,0.1159722222222222,0.1159722222222222,13.47471604757528,13.16266280417848,20,20,1.0,0.8315665290169146,1.0,Clopper-Pearson exact 95%,0.01,0.04,-0.1,-0.12,250.0,-0.06,0.15,100.0
adaptive_pricing,compounded,agribrain,20,True,confirmatory_h3,0.0007702267252516,0.0026631142279219,-0.000112553934403,0.0004475535059216,0.0007581703374544,0.0026189497560647,-0.000328719420597,0.0158955995150379,-9.001819956074836,32.840483954421124,0.0008107806308027,0.0033136740053414,0.0,0.0,-0.3044273122213781,0.5108013078981279,28.0,28.0,28.0,28.0,28.0,28.0,63.85,59.0,69.0,True,20,5760,631908ba38a1a23887822d4943771bc04b2577c0fcff43417291cb8f9aeea9ff,20,5760,560213139aee740cc5f9beb20db5cc08e4c0549fc12b63071367cef3fd87f299,20,0.0007702267252516,0.0026631142279219,0.000595490444548,0.01,9.825473767932637e-14,1.5446548654096133e-12,1.5446548654096133e-12,-0.0002594553413637,0.0017999087918671,-0.0004761490993576,0.0020166025498609,-0.0002594553413637,0.0017999087918671,0.0017999087918671,True,0.0082000912081328,True,True,True,True,True,0.6481723850971808,0.6489426118224324,0.0573863450429038,0.0572737911085008,0.73504849302769,0.7358066633651446,0.7348903506558617,0.7345616312352646,2387.935574952133,2378.9337549960583,0.6703546788190906,0.6711654594498933,0.1159722222222222,0.1159722222222222,13.47471604757528,13.170288735353903,20,20,1.0,0.8315665290169146,1.0,Clopper-Pearson exact 95%,0.01,0.04,-0.1,-0.12,250.0,-0.06,0.15,100.0
baseline,sensor_noise,agribrain,20,True,confirmatory_h3,0.0029356701966995,0.001598364397709,-0.0004545528639066,0.0002692948231016,0.0028903665435928,0.0016039904519971,0.0005037101342446,0.0082381118527837,-35.85598708934803,20.847986869897817,0.0036127315654514,0.0020250986323918,0.0,0.0,-0.0054149202898972,0.555285678033751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,20,5760,70873eb5e7e091774a39114adbfd05ac9f6be59d530b8a8aac24c1450a87408f,20,5760,a05461bfd216b7d781eca784f9ec48f5bdda95ad7ec0e68c98371cd82aa174f0,20,0.0029356701966995,0.001598364397709,0.0003574051446093,0.01,0.0,1.9727603232977252e-14,1.9727603232977252e-14,0.0023176692341491,0.00355367115925,0.002187612631863,0.0036837277615361,0.0023176692341491,0.00355367115925,0.00355367115925,True,0.0064463288407499,True,True,True,True,True,0.6678235853813442,0.6707592555780438,0.0508999390797762,0.0504453862158696,0.7440917972825691,0.746982163826162,0.5572388917995674,0.5577426019338121,2381.0745029984555,2345.2185159091077,0.6764216971245959,0.6800344286900474,0.0347222222222222,0.0347222222222222,12.982269307313905,12.976854387024003,20,20,1.0,0.8315665290169146,1.0,Clopper-Pearson exact 95%,0.01,0.04,-0.1,-0.12,250.0,-0.06,0.15,100.0
baseline,missing_data,agribrain,20,True,confirmatory_h3,2.577874531937696e-05,0.0012304850466534,-8.930343085492356e-06,0.0002041501414923,3.853554534882786e-05,0.001207633157927,0.0010940770759735,0.0053950165388081,-0.1298981427944681,15.609506358520436,4.881002897693665e-05,0.0014443397511489,0.0,0.0,-0.0070181992163672,0.6194635026645179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,20,5760,4332db713544769d03f106cbf819ba70f2e26f31a8b174e03a588e4dd450bf19,20,5760,a05461bfd216b7d781eca784f9ec48f5bdda95ad7ec0e68c98371cd82aa174f0,20,2.577874531937696e-05,0.0012304850466534,0.0002751448209614,0.01,0.0,2.633533033711015e-19,2.633533033711015e-19,-0.0004499831925251,0.0005015406831639,-0.0005501059833987,0.0006016634740374,-0.0004499831925251,0.0005015406831639,0.0005015406831639,True,0.009498459316836,True,True,True,True,True,0.6678235853813442,0.6678493641266636,0.0508999390797762,0.0508910087366907,0.7440917972825691,0.744130332827918,0.5572388917995674,0.558332968875541,2381.0745029984555,2380.944604855661,0.6764216971245959,0.6764705071535728,0.0347222222222222,0.0347222222222222,12.982269307313905,12.975251108097533,20,20,1.0,0.8315665290169146,1.0,Clopper-Pearson exact 95%,0.01,0.04,-0.1,-0.12,250.0,-0.06,0.15,100.0
baseline,telemetry_delay,agribrain,20,True,confirmatory_h3,0.0010961280131108,0.0017284719620693,-0.0001441518191418,0.0002766149220677,0.0010876357933782,0.0016792515214467,-0.0005104697442585,0.0096958612741067,-12.657987653397765,22.33640279704837,0.0012349040613429,0.0021166326970804,0.0,0.0,0.0027179426979277,0.5768771491530875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,20,5760,e788f2d33c28d078e352367e72a64aef41ff6ecedb526b51443a2ca2a3e2dac2,20,5760,a05461bfd216b7d781eca784f9ec48f5bdda95ad7ec0e68c98371cd82aa174f0,20,0.0010961280131108,0.0017284719620693,0.0003864980804389,0.01,0.0,1.2010411772302373e-15,1.2010411772302373e-15,0.0004278215006338,0.0017644345255879,0.0002871782337695,0.0019050777924522,0.0004278215006338,0.0017644345255879,0.0017644345255879,True,0.008235565474412,True,True,True,True,True,0.6678235853813442,0.6689197133944551,0.0508999390797762,0.0507557872606344,0.7440917972825691,0.7451794330759473,0.5572388917995674,0.5567284220553089,2381.0745029984555,2368.4165153450576,0.6764216971245959,0.6776566011859388,0.0347222222222222,0.0347222222222222,12.982269307313905,12.98498725001183,20,20,1.0,0.8315665290169146,1.0,Clopper-Pearson exact 95%,0.01,0.04,-0.1,-0.12,250.0,-0.06,0.15,100.0
baseline,mcp_fault_injection,agribrain,20,True,confirmatory_h3,-0.0006415330808317,0.0007939399883157,0.0001022830916751,0.0001345619414675,-0.0006273642873295,0.0007708375210824,-0.0005873993362113,0.0026269296914137,7.547484633315094,9.11021831872158,-0.0007424994785371,0.00091293160679,0.0,0.0,-0.0711503076470558,0.6001526961491368,28.0,28.0,28.0,28.0,28.0,28.0,61.85,58.0,67.0,True,20,5760,c8889fb528a0be19e95b33e55130f5979b08e6bb3dbded4231c4c17186406d93,20,5760,a05461bfd216b7d781eca784f9ec48f5bdda95ad7ec0e68c98371cd82aa174f0,20,-0.0006415330808317,0.0007939399883157,0.0001775303783929,0.01,0.0,2.0246878078089824e-23,2.0246878078089824e-23,-0.0009485066831527,-0.0003345594785107,-0.0010131084331963,-0.0002699577284671,-0.0009485066831527,-0.0003345594785107,0.0009485066831527,True,0.0090514933168472,True,True,True,True,True,0.6678235853813442,0.6671820523005125,0.0508999390797762,0.0510022221714514,0.7440917972825691,0.7434644329952395,0.5572388917995674,0.5566514924633561,2381.0745029984555,2388.621987631771,0.6764216971245959,0.6756791976460587,0.0347222222222222,0.0347222222222222,12.982269307313905,12.911118999666844,20,20,1.0,0.8315665290169146,1.0,Clopper-Pearson exact 95%,0.01,0.04,-0.1,-0.12,250.0,-0.06,0.15,100.0
baseline,compounded,agribrain,20,True,confirmatory_h3,0.0022656263557137,0.0022899569317162,-0.0003547611288277,0.0003646979966654,0.002269680181759,0.0022846417934092,0.0043392801212963,0.0124297506119677,-28.719255159841147,28.247950428160152,0.0028745041233319,0.0029126437927936,0.0,0.0,0.0195247535076408,0.6539811148218112,28.0,28.0,28.0,28.0,28.0,28.0,62.7,58.0,68.0,True,20,5760,784ad350699b1de10b31ab6bddebb006bc4ca0cea56862dc64bf409aff567bf4,20,5760,a05461bfd216b7d781eca784f9ec48f5bdda95ad7ec0e68c98371cd82aa174f0,20,0.0022656263557137,0.0022899569317162,0.0005120499364864,0.01,5.551115123125784e-16,2.4348489351569888e-12,2.4348489351569888e-12,0.0013802240093975,0.0031510287020298,0.0011938935215893,0.003337359189838,0.0013802240093975,0.0031510287020298,0.0031510287020298,True,0.0068489712979701,True,True,True,True,True,0.6678235853813442,0.670089211737058,0.0508999390797762,0.0505451779509485,0.7440917972825691,0.7463614774643281,0.5572388917995674,0.5615781719208638,2381.0745029984555,2352.355247838614,0.6764216971245959,0.6792962012479278,0.0347222222222222,0.0347222222222222,12.982269307313905,13.001794060821542,20,20,1.0,0.8315665290169146,1.0,Clopper-Pearson exact 95%,0.01,0.04,-0.1,-0.12,250.0,-0.06,0.15,100.0
